t,x,y,K
2.864084,0.08675259,0.01167389,0.001362851
2.868247,0.08693689,0.01179714,0.001209727
2.87241,0.08705254,0.01195245,0.0008608503
2.876573,0.08715382,0.0120658,0.0006063301
2.880736,0.08726125,0.01215408,0.001099501
2.884899,0.08738314,0.01175002,0.00117759
2.889062,0.0875498,0.01187149,0.0009620261
2.893224,0.08764754,0.01200172,0.0004553603
2.897387,0.0877097,0.01206516,0.00008765071
2.90155,0.08774963,0.01204357,0.00003319112
2.905713,0.08776655,0.01210212,0.00001067826
2.909876,0.08776694,0.01207791,0.000001484184
2.914039,0.08776566,0.01211645,0.00001621992
2.918202,0.08775281,0.01212315,0.00000179555
2.922365,0.08775751,0.01212995,0.00000305477
2.926528,0.08773248,0.01211983,0.00003808137
2.930691,0.08771055,0.01207455,0.00002755734
2.934854,0.0876899,0.01207506,0.00003267132
2.939017,0.08765789,0.01203254,0.0001160661
2.943179,0.0876178,0.01197076,0.00006069626
2.947342,0.08759474,0.01196606,0.00001955319
2.951505,0.08756582,0.01197446,0.00004329103
2.955668,0.08751732,0.0119641,0.00006300958
2.959831,0.08748032,0.0119368,0.0001297457
2.963994,0.08739906,0.01190059,0.001192412
2.968157,0.08731897,0.01230981,0.001261832
2.97232,0.08708223,0.01217336,0.001394387
2.976483,0.08696774,0.01204467,0.0005042571
2.980646,0.08689925,0.01198265,0.0004308818
2.984809,0.08679337,0.01187356,0.0007740532
2.988971,0.08668438,0.01223032,0.001519013
2.993134,0.08637286,0.0120568,0.002467408
2.997297,0.08620832,0.01189097,0.001019751
3.00146,0.08603943,0.01223132,0.001640117
3.005623,0.08574148,0.01198712,0.002827276
3.009786,0.08553329,0.01186328,0.002003301
3.013949,0.0852432,0.01216021,0.001929283
3.018112,0.08501899,0.01191558,0.002224508
3.022275,0.08484149,0.01177711,0.001689412
3.026438,0.08453513,0.01193838,0.001902387
3.030601,0.08432817,0.01178097,0.001945541
3.034764,0.08401635,0.01191919,0.002955057
3.038926,0.08369156,0.01170913,0.00354906
3.043089,0.08332556,0.01179913,0.003179165
